nct_id,old_modality,matched_signal,file
NCT05144841,monoclonal_antibody,vedotin,master_DB_2022_Q4.json
NCT05458297,monoclonal_antibody,vedotin,master_DB_2022_Q4.json
NCT04958785,monoclonal_antibody,sacituzumab govitecan,master_DB_2022_Q4.json
NCT04931342,monoclonal_antibody,trastuzumab emtansine,master_DB_2022_Q4.json
NCT04700124,monoclonal_antibody,enfortumab vedotin,master_DB_2022_Q4.json
NCT04504916,monoclonal_antibody,vedotin,master_DB_2022_Q4.json
NCT03869190,monoclonal_antibody,enfortumab vedotin,master_DB_2022_Q4.json
NCT03533283,monoclonal_antibody,polatuzumab vedotin,master_DB_2022_Q4.json
NCT03474107,small_molecule,enfortumab vedotin,master_DB_2022_Q4.json
NCT05662904,monoclonal_antibody,ozogamicin,master_DB_2022_Q4.json
NCT05513703,monoclonal_antibody,telisotuzumab vedotin,master_DB_2022_Q4.json
NCT04685616,monoclonal_antibody,brentuximab vedotin,master_DB_2022_Q4.json
NCT05089734,small_molecule,sacituzumab govitecan,master_DB_2022_Q4.json
NCT03816358,monoclonal_antibody,ravtansine,master_DB_2022_Q4.json
NCT02465060,monoclonal_antibody,trastuzumab emtansine,master_DB_2022_Q4.json
NCT00658814,monoclonal_antibody,ozogamicin,master_DB_2022_Q4.json
NCT05564858,antibody_protein,antibody-drug conjugate,master_DB_2022_Q4.json
NCT03187210,monoclonal_antibody,brentuximab vedotin,master_DB_2022_Q4.json
NCT05316246,monoclonal_antibody,brentuximab vedotin,master_DB_2022_Q4.json
NCT05565807,monoclonal_antibody,antibody drug conjugate,master_DB_2022_Q4.json
NCT02326974,monoclonal_antibody,t-dm1,master_DB_2022_Q4.json
NCT03901339,oligonucleotide,sacituzumab govitecan,master_DB_2022_Q4.json
NCT03255070,small_molecule,antibody drug conjugate,master_DB_2022_Q4.json
NCT02927769,monoclonal_antibody,brentuximab vedotin,master_DB_2022_Q4.json
NCT05311397,small_molecule,antibody drug conjugate,master_DB_2022_Q4.json
NCT04662580,small_molecule,adc (weak),master_DB_2022_Q4.json
NCT05271604,small_molecule,vedotin,master_DB_2022_Q4.json
NCT05270057,monoclonal_antibody,loncastuximab tesirine,master_DB_2022_Q4.json
NCT03425279,small_molecule,antibody drug conjugate,master_DB_2022_Q4.json
NCT01703949,monoclonal_antibody,brentuximab vedotin,master_DB_2022_Q4.json
NCT04754191,monoclonal_antibody,enfortumab vedotin,master_DB_2022_Q4.json
NCT05595447,monoclonal_antibody,brentuximab vedotin,master_DB_2022_Q4.json
NCT04585958,small_molecule,trastuzumab deruxtecan,master_DB_2022_Q4.json
NCT03856216,monoclonal_antibody,ozogamicin,master_DB_2022_Q4.json
NCT02098512,monoclonal_antibody,brentuximab vedotin,master_DB_2022_Q4.json
NCT05205850,small_molecule,antibody-drug conjugate,master_DB_2022_Q4.json
NCT03500380,oligonucleotide,mmae,master_DB_2022_Q4.json
NCT03904251,monoclonal_antibody,ozogamicin,master_DB_2022_Q4.json
NCT03246750,monoclonal_antibody,brentuximab vedotin,master_DB_2022_Q4.json
NCT03441048,monoclonal_antibody,immunoconjugate,master_DB_2022_Q4.json
NCT04538742,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2022_Q4.json
NCT05388149,small_molecule,kadcyla,master_DB_2022_Q4.json
NCT03677141,small_molecule,polatuzumab vedotin,master_DB_2022_Q4.json
NCT05016947,monoclonal_antibody,ozogamicin,master_DB_2022_Q4.json
NCT05123482,small_molecule,antibody drug conjugate,master_DB_2022_Q4.json
NCT03540849,monoclonal_antibody,brentuximab vedotin,master_DB_2022_Q4.json
NCT05199051,monoclonal_antibody,ozogamicin,master_DB_2022_Q4.json
NCT05139017,monoclonal_antibody,vedotin,master_DB_2022_Q4.json
NCT04385290,monoclonal_antibody,ozogamicin,master_DB_2022_Q4.json
NCT05577715,small_molecule,antibody-drug conjugate,master_DB_2022_Q4.json
NCT04223856,monoclonal_antibody,enfortumab vedotin,master_DB_2022_Q4.json
NCT03264131,monoclonal_antibody,brentuximab vedotin,master_DB_2022_Q4.json
NCT05041257,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2022_Q4.json
NCT03233347,monoclonal_antibody,brentuximab vedotin,master_DB_2022_Q4.json
NCT04152499,small_molecule,antibody drug conjugate,master_DB_2022_Q4.json
NCT02616965,monoclonal_antibody,brentuximab vedotin,master_DB_2022_Q4.json
NCT05456698,monoclonal_antibody,ozogamicin,master_DB_2022_Q4.json
NCT03602079,small_molecule,antibody drug conjugate,master_DB_2022_Q4.json
NCT04681131,small_molecule,antibody drug conjugate,master_DB_2022_Q4.json
NCT04790903,monoclonal_antibody,polatuzumab vedotin,master_DB_2022_Q4.json
NCT04182204,monoclonal_antibody,polatuzumab vedotin,master_DB_2022_Q4.json
NCT03401385,monoclonal_antibody,datopotamab deruxtecan,master_DB_2022_Q4.json
NCT03944772,monoclonal_antibody,datopotamab deruxtecan,master_DB_2022_Q4.json
NCT05456685,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2023_Q4.json
NCT05372614,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT05246514,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT05144009,monoclonal_antibody,loncastuximab tesirine,master_DB_2023_Q4.json
NCT04553770,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT04617314,small_molecule,antibody-drug conjugate,master_DB_2023_Q4.json
NCT03587311,monoclonal_antibody,ravtansine,master_DB_2023_Q4.json
NCT05404945,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT04280341,monoclonal_antibody,mmae,master_DB_2023_Q4.json
NCT05308225,monoclonal_antibody,antibody drug conjugate,master_DB_2023_Q4.json
NCT04747912,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT05795101,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT05186974,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT06001086,small_molecule,vedotin,master_DB_2023_Q4.json
NCT05547321,monoclonal_antibody,antibody-drug conjugate,master_DB_2023_Q4.json
NCT06000033,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT03374332,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT04378647,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT05006664,small_molecule,brentuximab vedotin,master_DB_2023_Q4.json
NCT03709082,monoclonal_antibody,t-dm1,master_DB_2023_Q4.json
NCT05940896,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT05756569,monoclonal_antibody,enfortumab vedotin,master_DB_2023_Q4.json
NCT05675579,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT05123482,small_molecule,antibody drug conjugate,master_DB_2023_Q4.json
NCT04240704,small_molecule,antibody-drug conjugate,master_DB_2023_Q4.json
NCT05601401,monoclonal_antibody,mmae,master_DB_2023_Q4.json
NCT03500380,small_molecule,mmae,master_DB_2023_Q4.json
NCT05953168,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT05586061,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT02326974,monoclonal_antibody,t-dm1,master_DB_2023_Q4.json
NCT05053659,monoclonal_antibody,loncastuximab tesirine,master_DB_2023_Q4.json
NCT03734029,monoclonal_antibody,antibody drug conjugate,master_DB_2023_Q4.json
NCT04596150,monoclonal_antibody,ravtansine,master_DB_2023_Q4.json
NCT02661503,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT02226276,monoclonal_antibody,antibody drug conjugate,master_DB_2023_Q4.json
NCT05737615,radiopharmaceutical,immunoconjugate,master_DB_2023_Q4.json
NCT04914741,monoclonal_antibody,polatuzumab vedotin,master_DB_2023_Q4.json
NCT05016947,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT05577715,monoclonal_antibody,antibody-drug conjugate,master_DB_2023_Q4.json
NCT05593094,monoclonal_antibody,t-dm1,master_DB_2023_Q4.json
NCT06036121,small_molecule,antibody drug conjugate,master_DB_2023_Q4.json
NCT06040970,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT06038396,monoclonal_antibody,antibody-drug conjugate,master_DB_2023_Q4.json
NCT03544281,small_molecule,antibody-drug conjugate,master_DB_2023_Q4.json
NCT05442554,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT06104618,small_molecule,enfortumab vedotin,master_DB_2023_Q4.json
NCT06028932,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT01909934,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT05831878,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT06015880,monoclonal_antibody,polatuzumab vedotin,master_DB_2023_Q4.json
NCT05948865,monoclonal_antibody,antibody-drug conjugate,master_DB_2023_Q4.json
NCT05840211,oligonucleotide,sacituzumab govitecan,master_DB_2023_Q4.json
NCT05288777,small_molecule,t-dm1,master_DB_2023_Q4.json
NCT05744375,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT03995706,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT02099058,monoclonal_antibody,antibody drug conjugate,master_DB_2023_Q4.json
NCT05661357,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT05483933,small_molecule,mirvetuximab soravtansine,master_DB_2023_Q4.json
NCT05143229,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT04928846,small_molecule,telisotuzumab vedotin,master_DB_2023_Q4.json
NCT04685616,biologic,brentuximab vedotin,master_DB_2023_Q4.json
NCT04439110,monoclonal_antibody,ado-trastuzumab,master_DB_2023_Q4.json
NCT04739761,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT03246750,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT04486352,monoclonal_antibody,trastuzumab emtansine,master_DB_2023_Q4.json
NCT03964727,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT05456698,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT03310957,monoclonal_antibody,vedotin,master_DB_2023_Q4.json
NCT00801489,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT04924699,small_molecule,trastuzumab emtansine,master_DB_2023_Q4.json
NCT05115500,monoclonal_antibody,antibody-drug conjugate,master_DB_2023_Q4.json
NCT01371630,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT05113966,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT05582499,biologic,antibody-drug conjugate,master_DB_2023_Q4.json
NCT04986579,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT04724018,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT05190705,monoclonal_antibody,loncastuximab tesirine,master_DB_2023_Q4.json
NCT05982678,monoclonal_antibody,deruxtecan,master_DB_2023_Q4.json
NCT04398914,monoclonal_antibody,t-dm1,master_DB_2023_Q4.json
NCT05603156,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT06093503,small_molecule,telisotuzumab vedotin,master_DB_2023_Q4.json
NCT05367635,small_molecule,antibody drug conjugate,master_DB_2023_Q4.json
NCT05560308,monoclonal_antibody,trastuzumab emtansine,master_DB_2023_Q4.json
NCT05238831,monoclonal_antibody,trastuzumab emtansine,master_DB_2023_Q4.json
NCT01494662,monoclonal_antibody,ado-trastuzumab,master_DB_2023_Q4.json
NCT04539938,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT05495724,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT06126640,monoclonal_antibody,trastuzumab emtansine,master_DB_2023_Q4.json
NCT06040320,monoclonal_antibody,polatuzumab vedotin,master_DB_2023_Q4.json
NCT05833867,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT06014658,antibody_protein,auristatin,master_DB_2023_Q4.json
NCT05770531,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT05749588,monoclonal_antibody,antibody-drug conjugate,master_DB_2023_Q4.json
NCT06123468,monoclonal_antibody,govitecan,master_DB_2023_Q4.json
NCT05599360,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT05513703,monoclonal_antibody,telisotuzumab vedotin,master_DB_2023_Q4.json
NCT05199051,oligonucleotide,ozogamicin,master_DB_2023_Q4.json
NCT05429762,small_molecule,tusamitamab ravtansine,master_DB_2023_Q4.json
NCT03913559,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT03835819,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2023_Q4.json
NCT03832361,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2023_Q4.json
NCT03828292,small_molecule,antibody drug conjugate,master_DB_2023_Q4.json
NCT03337698,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT03869190,monoclonal_antibody,enfortumab vedotin,master_DB_2023_Q4.json
NCT01772472,monoclonal_antibody,trastuzumab emtansine,master_DB_2023_Q4.json
NCT04829604,small_molecule,t-dxd,master_DB_2023_Q4.json
NCT06088056,small_molecule,t-dxd,master_DB_2023_Q4.json
NCT04251416,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT04307576,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT02981628,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT03288545,monoclonal_antibody,enfortumab vedotin,master_DB_2023_Q4.json
NCT01868451,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT05376878,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT06081244,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT04639986,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT04323956,monoclonal_antibody,polatuzumab vedotin,master_DB_2023_Q4.json
NCT02744612,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT03564678,small_molecule,ozogamicin,master_DB_2023_Q4.json
NCT01771107,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT05994001,monoclonal_antibody,adc (weak),master_DB_2023_Q4.json
NCT05296070,monoclonal_antibody,loncastuximab tesirine,master_DB_2023_Q4.json
NCT05755048,monoclonal_antibody,t-dm1,master_DB_2023_Q4.json
NCT05594095,biologic,adc (weak),master_DB_2023_Q4.json
NCT05041257,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2023_Q4.json
NCT05320588,monoclonal_antibody,antibody-drug conjugate,master_DB_2023_Q4.json
NCT02568839,monoclonal_antibody,trastuzumab emtansine,master_DB_2023_Q4.json
NCT06172127,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT06172478,monoclonal_antibody,patritumab deruxtecan,master_DB_2023_Q4.json
NCT06085755,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT05884320,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT05868226,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT05327530,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT05797168,small_molecule,antibody-drug conjugate,master_DB_2023_Q4.json
NCT05687032,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT04569032,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT04225117,monoclonal_antibody,enfortumab vedotin,master_DB_2023_Q4.json
NCT04404283,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT05498220,monoclonal_antibody,polatuzumab vedotin,master_DB_2023_Q4.json
NCT05302284,small_molecule,adc (weak),master_DB_2023_Q4.json
NCT04524689,monoclonal_antibody,tusamitamab ravtansine,master_DB_2023_Q4.json
NCT04619004,monoclonal_antibody,patritumab deruxtecan,master_DB_2023_Q4.json
NCT04410224,small_molecule,antibody-drug conjugate,master_DB_2023_Q4.json
NCT05785325,monoclonal_antibody,adc (weak),master_DB_2023_Q4.json
NCT02877303,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT01508312,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT04526691,monoclonal_antibody,datopotamab deruxtecan,master_DB_2023_Q4.json
NCT03409432,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT05955261,oligonucleotide,ozogamicin,master_DB_2023_Q4.json
NCT02734771,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT05673928,monoclonal_antibody,ado-trastuzumab,master_DB_2023_Q4.json
NCT04965766,monoclonal_antibody,patritumab deruxtecan,master_DB_2023_Q4.json
NCT04152499,small_molecule,antibody drug conjugate,master_DB_2023_Q4.json
NCT06065371,oligonucleotide,sacituzumab govitecan,master_DB_2023_Q4.json
NCT04591431,monoclonal_antibody,trastuzumab emtansine,master_DB_2023_Q4.json
NCT05652855,small_molecule,adc (weak),master_DB_2023_Q4.json
NCT05293496,monoclonal_antibody,antibody drug conjugate,master_DB_2023_Q4.json
NCT03539536,monoclonal_antibody,telisotuzumab vedotin,master_DB_2023_Q4.json
NCT06161025,small_molecule,deruxtecan,master_DB_2023_Q4.json
NCT06155383,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT05215340,monoclonal_antibody,dato-dxd,master_DB_2023_Q4.json
NCT05183035,oligonucleotide,ozogamicin,master_DB_2023_Q4.json
NCT04826341,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT04740918,monoclonal_antibody,trastuzumab emtansine,master_DB_2023_Q4.json
NCT05388500,monoclonal_antibody,trastuzumab emtansine,master_DB_2023_Q4.json
NCT04182204,monoclonal_antibody,polatuzumab vedotin,master_DB_2023_Q4.json
NCT06178159,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT06176729,monoclonal_antibody,polatuzumab vedotin,master_DB_2023_Q4.json
NCT03505710,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT05887609,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2023_Q4.json
NCT05629585,monoclonal_antibody,datopotamab deruxtecan,master_DB_2023_Q4.json
NCT05922904,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT05633667,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT05217693,small_molecule,adc (weak),master_DB_2023_Q4.json
NCT05313243,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT04958785,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT05613088,monoclonal_antibody,antibody-drug conjugate,master_DB_2023_Q4.json
NCT04329429,small_molecule,antibody-drug conjugate,master_DB_2023_Q4.json
NCT04319198,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT04294628,small_molecule,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT04970901,monoclonal_antibody,loncastuximab tesirine,master_DB_2023_Q4.json
NCT05311397,small_molecule,antibody drug conjugate,master_DB_2023_Q4.json
NCT05564858,monoclonal_antibody,antibody-drug conjugate,master_DB_2023_Q4.json
NCT05200364,monoclonal_antibody,antibody drug conjugate,master_DB_2023_Q4.json
NCT05982834,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT05904106,oligonucleotide,ozogamicin,master_DB_2023_Q4.json
NCT04385290,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT03104491,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT04639219,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT05350917,monoclonal_antibody,vedotin,master_DB_2023_Q4.json
NCT04587687,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT05866432,monoclonal_antibody,deruxtecan,master_DB_2023_Q4.json
NCT05498597,monoclonal_antibody,antibody-drug conjugate,master_DB_2023_Q4.json
NCT05270057,monoclonal_antibody,loncastuximab tesirine,master_DB_2023_Q4.json
NCT05283330,small_molecule,immunoconjugate,master_DB_2023_Q4.json
NCT04595565,small_molecule,sacituzumab govitecan,master_DB_2023_Q4.json
NCT05627414,small_molecule,disitamab vedotin,master_DB_2023_Q4.json
NCT01409161,small_molecule,ozogamicin,master_DB_2023_Q4.json
NCT06103864,monoclonal_antibody,datopotamab deruxtecan,master_DB_2023_Q4.json
NCT05406401,monoclonal_antibody,vedotin,master_DB_2023_Q4.json
NCT05357794,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT05633979,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT03820063,small_molecule,t-dm1,master_DB_2023_Q4.json
NCT04617522,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT04606914,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2023_Q4.json
NCT03856216,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT02390427,monoclonal_antibody,trastuzumab emtansine,master_DB_2023_Q4.json
NCT03900949,oligonucleotide,ozogamicin,master_DB_2023_Q4.json
NCT05565807,monoclonal_antibody,antibody drug conjugate,master_DB_2023_Q4.json
NCT04231877,monoclonal_antibody,polatuzumab vedotin,master_DB_2023_Q4.json
NCT05775471,monoclonal_antibody,enfortumab vedotin,master_DB_2023_Q4.json
NCT04704661,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT05338970,monoclonal_antibody,patritumab deruxtecan,master_DB_2023_Q4.json
NCT04878029,small_molecule,enfortumab vedotin,master_DB_2023_Q4.json
NCT04679012,monoclonal_antibody,polatuzumab vedotin,master_DB_2023_Q4.json
NCT03568994,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT03441048,oligonucleotide,immunoconjugate,master_DB_2023_Q4.json
NCT03255070,small_molecule,antibody drug conjugate,master_DB_2023_Q4.json
NCT05645718,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT01565200,monoclonal_antibody,tdm1,master_DB_2023_Q4.json
NCT04036461,small_molecule,antibody-drug conjugate,master_DB_2023_Q4.json
NCT05966233,monoclonal_antibody,polatuzumab vedotin,master_DB_2023_Q4.json
NCT05922501,small_molecule,antibody-drug conjugate,master_DB_2023_Q4.json
NCT05578287,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT05113251,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT05089734,small_molecule,sacituzumab govitecan,master_DB_2023_Q4.json
NCT04745949,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT04700124,monoclonal_antibody,enfortumab vedotin,master_DB_2023_Q4.json
NCT04940325,monoclonal_antibody,antibody-drug conjugate,master_DB_2023_Q4.json
NCT04132960,monoclonal_antibody,antibody drug conjugate,master_DB_2023_Q4.json
NCT05824325,monoclonal_antibody,antibody-drug conjugate,master_DB_2023_Q4.json
NCT04913103,monoclonal_antibody,vedotin,master_DB_2023_Q4.json
NCT05904964,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT05955209,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT04189614,small_molecule,antibody drug conjugate,master_DB_2023_Q4.json
NCT06058988,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT05489211,monoclonal_antibody,datopotamab deruxtecan,master_DB_2023_Q4.json
NCT05071053,monoclonal_antibody,tusamitamab ravtansine,master_DB_2023_Q4.json
NCT06015113,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT05445778,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2023_Q4.json
NCT05720533,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT04873362,monoclonal_antibody,trastuzumab emtansine,master_DB_2023_Q4.json
NCT04659603,small_molecule,tusamitamab ravtansine,master_DB_2023_Q4.json
NCT04448886,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT04454437,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT04589845,monoclonal_antibody,trastuzumab emtansine,master_DB_2023_Q4.json
NCT05488353,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT00781612,monoclonal_antibody,trastuzumab emtansine,master_DB_2023_Q4.json
NCT05514158,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT05535218,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT05765851,monoclonal_antibody,t-dxd,master_DB_2023_Q4.json
NCT04844866,monoclonal_antibody,polatuzumab vedotin,master_DB_2023_Q4.json
NCT05894824,monoclonal_antibody,t-dxd,master_DB_2023_Q4.json
NCT05673785,small_molecule,brentuximab vedotin,master_DB_2023_Q4.json
NCT06174987,monoclonal_antibody,t-dxd,master_DB_2023_Q4.json
NCT05872295,monoclonal_antibody,antibody drug conjugate,master_DB_2023_Q4.json
NCT05609968,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT05458297,monoclonal_antibody,vedotin,master_DB_2023_Q4.json
NCT05205850,small_molecule,antibody-drug conjugate,master_DB_2023_Q4.json
NCT05006794,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT05414500,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT04879329,monoclonal_antibody,disitamab vedotin,master_DB_2023_Q4.json
NCT04697628,small_molecule,tisotumab vedotin,master_DB_2023_Q4.json
NCT04676477,monoclonal_antibody,her3-dxd,master_DB_2023_Q4.json
NCT03975647,small_molecule,ado-trastuzumab,master_DB_2023_Q4.json
NCT06087419,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT04197687,monoclonal_antibody,trastuzumab emtansine,master_DB_2023_Q4.json
NCT03739814,monoclonal_antibody,ozogamicin,master_DB_2023_Q4.json
NCT05900206,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT03671018,monoclonal_antibody,polatuzumab vedotin,master_DB_2023_Q4.json
NCT04659044,monoclonal_antibody,polatuzumab vedotin,master_DB_2023_Q4.json
NCT05898373,small_molecule,mmae,master_DB_2023_Q4.json
NCT06125834,monoclonal_antibody,trastuzumab emtansine,master_DB_2023_Q4.json
NCT05650879,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT05552001,monoclonal_antibody,sacituzumab govitecan,master_DB_2023_Q4.json
NCT04254107,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT04494425,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT05941507,monoclonal_antibody,antibody-drug conjugate,master_DB_2023_Q4.json
NCT05243693,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT04316442,small_molecule,antibody drug conjugate,master_DB_2023_Q4.json
NCT02684292,monoclonal_antibody,brentuximab vedotin,master_DB_2023_Q4.json
NCT06154343,small_molecule,antibody drug conjugate,master_DB_2023_Q4.json
NCT04622774,monoclonal_antibody,antibody drug conjugate,master_DB_2023_Q4.json
NCT05555732,monoclonal_antibody,datopotamab deruxtecan,master_DB_2023_Q4.json
NCT05034887,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2023_Q4.json
NCT03552471,small_molecule,mirvetuximab soravtansine,master_DB_2023_Q4.json
NCT05374512,small_molecule,datopotamab deruxtecan,master_DB_2023_Q4.json
NCT04995419,monoclonal_antibody,enfortumab vedotin,master_DB_2023_Q4.json
