nct_id,old_modality,matched_signal,file
NCT04207190,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT04209855,small_molecule,mirvetuximab soravtansine,master_DB_2019_Q4.json
NCT04205630,monoclonal_antibody,antibody-drug conjugate,master_DB_2019_Q4.json
NCT04202705,antibody_protein,antibody-drug conjugate,master_DB_2019_Q4.json
NCT04197687,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT04189614,small_molecule,antibody drug conjugate,master_DB_2019_Q4.json
NCT04182204,monoclonal_antibody,polatuzumab vedotin,master_DB_2019_Q4.json
NCT04177823,monoclonal_antibody,antibody drug conjugate,master_DB_2019_Q4.json
NCT04173585,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT04168502,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT04158947,monoclonal_antibody,t-dm1,master_DB_2019_Q4.json
NCT04152499,small_molecule,antibody drug conjugate,master_DB_2019_Q4.json
NCT04146610,antibody_protein,antibody drug conjugate,master_DB_2019_Q4.json
NCT04138875,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT04132960,small_molecule,antibody drug conjugate,master_DB_2019_Q4.json
NCT04093505,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT04073602,monoclonal_antibody,mmae,master_DB_2019_Q4.json
NCT04070768,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT04064359,antibody_protein,antibody-drug conjugate,master_DB_2019_Q4.json
NCT04052997,monoclonal_antibody,tesirine,master_DB_2019_Q4.json
NCT04050280,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT04042701,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2019_Q4.json
NCT04042051,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT04039230,small_molecule,antibody-drug conjugate,master_DB_2019_Q4.json
NCT04036461,antibody_protein,antibody-drug conjugate,master_DB_2019_Q4.json
NCT04032704,monoclonal_antibody,vedotin,master_DB_2019_Q4.json
NCT04014075,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2019_Q4.json
NCT03995706,small_molecule,sacituzumab govitecan,master_DB_2019_Q4.json
NCT03992131,small_molecule,sacituzumab govitecan,master_DB_2019_Q4.json
NCT03991884,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03975647,monoclonal_antibody,ado-trastuzumab,master_DB_2019_Q4.json
NCT03964727,small_molecule,sacituzumab govitecan,master_DB_2019_Q4.json
NCT03962465,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03959085,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03947255,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03926143,small_molecule,ravtansine,master_DB_2019_Q4.json
NCT03913741,monoclonal_antibody,tisotumab vedotin,master_DB_2019_Q4.json
NCT03913559,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03907488,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03904251,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03901339,small_molecule,sacituzumab govitecan,master_DB_2019_Q4.json
NCT03900949,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03894007,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT03891173,small_molecule,immunoconjugate,master_DB_2019_Q4.json
NCT03878927,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03869190,monoclonal_antibody,enfortumab vedotin,master_DB_2019_Q4.json
NCT03859752,antibody_protein,antibody drug conjugate,master_DB_2019_Q4.json
NCT03856216,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03851081,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03848754,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03839446,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03832361,small_molecule,mirvetuximab soravtansine,master_DB_2019_Q4.json
NCT03835819,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2019_Q4.json
NCT03828292,small_molecule,antibody drug conjugate,master_DB_2019_Q4.json
NCT03816358,monoclonal_antibody,ravtansine,master_DB_2019_Q4.json
NCT03786081,monoclonal_antibody,tisotumab vedotin,master_DB_2019_Q4.json
NCT03784599,monoclonal_antibody,emtansine,master_DB_2019_Q4.json
NCT03755804,biologic,brentuximab vedotin,master_DB_2019_Q4.json
NCT03748186,antibody_protein,antibody drug conjugate,master_DB_2019_Q4.json
NCT03737955,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03734029,monoclonal_antibody,antibody drug conjugate,master_DB_2019_Q4.json
NCT03729596,antibody_protein,antibody drug conjugate,master_DB_2019_Q4.json
NCT03727750,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03725761,small_molecule,sacituzumab govitecan,master_DB_2019_Q4.json
NCT03726879,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT03719105,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03709082,monoclonal_antibody,t-dm1,master_DB_2019_Q4.json
NCT03712202,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03685344,monoclonal_antibody,loncastuximab tesirine,master_DB_2019_Q4.json
NCT03682796,small_molecule,antibody-drug conjugate,master_DB_2019_Q4.json
NCT03684694,monoclonal_antibody,loncastuximab tesirine,master_DB_2019_Q4.json
NCT03677596,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03677141,monoclonal_antibody,polatuzumab vedotin,master_DB_2019_Q4.json
NCT03671018,monoclonal_antibody,polatuzumab vedotin,master_DB_2019_Q4.json
NCT03672539,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03657043,monoclonal_antibody,tisotumab vedotin,master_DB_2019_Q4.json
NCT03650491,small_molecule,antibody-drug conjugate,master_DB_2019_Q4.json
NCT03652441,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03646123,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03628053,monoclonal_antibody,antibody-drug conjugate,master_DB_2019_Q4.json
NCT03621982,monoclonal_antibody,tesirine,master_DB_2019_Q4.json
NCT03610438,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03602079,small_molecule,antibody drug conjugate,master_DB_2019_Q4.json
NCT03589469,monoclonal_antibody,loncastuximab tesirine,master_DB_2019_Q4.json
NCT03587844,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03589729,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03587740,monoclonal_antibody,ado-trastuzumab,master_DB_2019_Q4.json
NCT03587311,monoclonal_antibody,ravtansine,master_DB_2019_Q4.json
NCT03576378,small_molecule,vedotin,master_DB_2019_Q4.json
NCT03575819,small_molecule,antibody-drug conjugate,master_DB_2019_Q4.json
NCT03568994,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03564678,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03556345,monoclonal_antibody,mmae,master_DB_2019_Q4.json
NCT03552471,small_molecule,mirvetuximab soravtansine,master_DB_2019_Q4.json
NCT03547973,small_molecule,sacituzumab govitecan,master_DB_2019_Q4.json
NCT03544281,antibody_protein,antibody-drug conjugate,master_DB_2019_Q4.json
NCT03540849,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03533283,monoclonal_antibody,polatuzumab vedotin,master_DB_2019_Q4.json
NCT03539536,monoclonal_antibody,telisotuzumab vedotin,master_DB_2019_Q4.json
NCT03530696,monoclonal_antibody,t-dm1,master_DB_2019_Q4.json
NCT03527628,monoclonal_antibody,vedotin,master_DB_2019_Q4.json
NCT03525678,antibody_protein,antibody drug conjugate,master_DB_2019_Q4.json
NCT03531918,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03523585,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2019_Q4.json
NCT03523572,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2019_Q4.json
NCT03517137,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03529110,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2019_Q4.json
NCT03505710,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2019_Q4.json
NCT03504488,biologic,antibody drug conjugate,master_DB_2019_Q4.json
NCT03500380,oligonucleotide,mmae,master_DB_2019_Q4.json
NCT03496779,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03489525,antibody_protein,antibody drug conjugate,master_DB_2019_Q4.json
NCT03488225,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03485209,monoclonal_antibody,tisotumab vedotin,master_DB_2019_Q4.json
NCT03474133,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03474107,small_molecule,enfortumab vedotin,master_DB_2019_Q4.json
NCT03460522,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03455556,monoclonal_antibody,antibody drug conjugate,master_DB_2019_Q4.json
NCT03449030,monoclonal_antibody,antibody-drug conjugate,master_DB_2019_Q4.json
NCT03438396,monoclonal_antibody,tisotumab vedotin,master_DB_2019_Q4.json
NCT03441061,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03441048,oligonucleotide,immunoconjugate,master_DB_2019_Q4.json
NCT03429101,monoclonal_antibody,t-dm1,master_DB_2019_Q4.json
NCT03425279,biologic,antibody drug conjugate,master_DB_2019_Q4.json
NCT03424603,antibody_protein,antibody drug conjugate,master_DB_2019_Q4.json
NCT03418558,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT03409432,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03403725,antibody_protein,antibody-drug conjugate,master_DB_2019_Q4.json
NCT03390296,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03368196,small_molecule,antibody drug conjugate,master_DB_2019_Q4.json
NCT03374332,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03356054,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03364348,monoclonal_antibody,emtansine,master_DB_2019_Q4.json
NCT03316638,monoclonal_antibody,antibody-drug conjugate,master_DB_2019_Q4.json
NCT03302728,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03288545,monoclonal_antibody,enfortumab vedotin,master_DB_2019_Q4.json
NCT03281824,monoclonal_antibody,mmae,master_DB_2019_Q4.json
NCT03274492,monoclonal_antibody,polatuzumab vedotin,master_DB_2019_Q4.json
NCT03264131,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03262935,monoclonal_antibody,antibody-drug conjugate,master_DB_2019_Q4.json
NCT03255070,small_molecule,antibody drug conjugate,master_DB_2019_Q4.json
NCT03249870,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03248492,monoclonal_antibody,antibody drug conjugate,master_DB_2019_Q4.json
NCT03246750,small_molecule,brentuximab vedotin,master_DB_2019_Q4.json
NCT03233347,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03225937,monoclonal_antibody,emtansine,master_DB_2019_Q4.json
NCT03219333,monoclonal_antibody,enfortumab vedotin,master_DB_2019_Q4.json
NCT03222492,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03217643,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03198689,monoclonal_antibody,adcetris,master_DB_2019_Q4.json
NCT03190967,small_molecule,t-dm1,master_DB_2019_Q4.json
NCT03187210,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03152565,monoclonal_antibody,adc (weak),master_DB_2019_Q4.json
NCT03150693,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03138499,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03113500,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03106077,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2019_Q4.json
NCT03126630,monoclonal_antibody,ravtansine,master_DB_2019_Q4.json
NCT03104491,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03094611,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT03102320,small_molecule,ravtansine,master_DB_2019_Q4.json
NCT03084939,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT03061812,small_molecule,tesirine,master_DB_2019_Q4.json
NCT03057795,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03032107,monoclonal_antibody,t-dm1,master_DB_2019_Q4.json
NCT03023722,small_molecule,ravtansine,master_DB_2019_Q4.json
NCT03013933,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT03007030,monoclonal_antibody,adcetris,master_DB_2019_Q4.json
NCT03000257,small_molecule,tesirine,master_DB_2019_Q4.json
NCT02998047,monoclonal_antibody,immunoconjugate,master_DB_2019_Q4.json
NCT02988817,monoclonal_antibody,antibody-drug conjugate,master_DB_2019_Q4.json
NCT02979522,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02996825,small_molecule,mirvetuximab soravtansine,master_DB_2019_Q4.json
NCT02939014,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02927769,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02924883,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT02908451,small_molecule,antibody drug conjugate,master_DB_2019_Q4.json
NCT02758717,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02744612,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02734771,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02729896,monoclonal_antibody,polatuzumab vedotin,master_DB_2019_Q4.json
NCT02724163,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT02686346,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02684292,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02675829,monoclonal_antibody,ado-trastuzumab,master_DB_2019_Q4.json
NCT02658734,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT02657343,monoclonal_antibody,t-dm1,master_DB_2019_Q4.json
NCT02661503,biologic,brentuximab vedotin,master_DB_2019_Q4.json
NCT02631876,antibody_protein,mirvetuximab soravtansine,master_DB_2019_Q4.json
NCT02611323,monoclonal_antibody,polatuzumab vedotin,master_DB_2019_Q4.json
NCT02606305,monoclonal_antibody,mirvetuximab soravtansine,master_DB_2019_Q4.json
NCT02605915,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT02600897,monoclonal_antibody,polatuzumab vedotin,master_DB_2019_Q4.json
NCT02616965,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02588651,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02581631,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02574455,oligonucleotide,sacituzumab govitecan,master_DB_2019_Q4.json
NCT02572167,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02568839,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT02505269,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02499627,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02497131,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02473146,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT02467946,monoclonal_antibody,adcetris,master_DB_2019_Q4.json
NCT02462538,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02452554,monoclonal_antibody,mertansine,master_DB_2019_Q4.json
NCT02465060,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT02429375,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02448420,monoclonal_antibody,antibody-drug conjugate,master_DB_2019_Q4.json
NCT02398240,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02390427,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT02341625,monoclonal_antibody,antibody drug conjugate,master_DB_2019_Q4.json
NCT02314481,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT02311998,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT02309892,small_molecule,immunoconjugate,master_DB_2019_Q4.json
NCT02326974,monoclonal_antibody,t-dm1,master_DB_2019_Q4.json
NCT02298283,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02298257,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02292979,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02257567,monoclonal_antibody,polatuzumab vedotin,master_DB_2019_Q4.json
NCT02280993,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02227433,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02227199,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02226276,monoclonal_antibody,antibody drug conjugate,master_DB_2019_Q4.json
NCT02191930,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02236000,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT02166463,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02221310,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT02117297,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT02091999,monoclonal_antibody,enfortumab vedotin,master_DB_2019_Q4.json
NCT02086604,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT02038010,monoclonal_antibody,ado-trastuzumab,master_DB_2019_Q4.json
NCT01994850,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01983501,monoclonal_antibody,ado-trastuzumab,master_DB_2019_Q4.json
NCT01976169,monoclonal_antibody,t-dm1,master_DB_2019_Q4.json
NCT01966471,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT01990534,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01920932,monoclonal_antibody,adcetris,master_DB_2019_Q4.json
NCT01925131,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT01904903,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT01896999,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01868451,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01909934,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01853748,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT01835236,monoclonal_antibody,t-dm1,master_DB_2019_Q4.json
NCT01830777,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01780662,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01777152,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01772472,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT01771107,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01745965,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT01716806,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01712490,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01703949,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01702571,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT01664910,monoclonal_antibody,immunoconjugate,master_DB_2019_Q4.json
NCT01657331,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01631552,small_molecule,antibody drug conjugate,master_DB_2019_Q4.json
NCT01597414,monoclonal_antibody,t-dm1,master_DB_2019_Q4.json
NCT01578967,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01565200,monoclonal_antibody,tdm1,master_DB_2019_Q4.json
NCT01679119,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT01508312,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01494662,monoclonal_antibody,ado-trastuzumab,master_DB_2019_Q4.json
NCT01476410,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01371630,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT01352520,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01409161,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT01020539,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT01100502,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT01042379,monoclonal_antibody,t-dm1,master_DB_2019_Q4.json
NCT02099058,monoclonal_antibody,antibody drug conjugate,master_DB_2019_Q4.json
NCT02098512,monoclonal_antibody,brentuximab vedotin,master_DB_2019_Q4.json
NCT00893399,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT00801489,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT00781612,monoclonal_antibody,trastuzumab emtansine,master_DB_2019_Q4.json
NCT00658814,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT00049517,monoclonal_antibody,ozogamicin,master_DB_2019_Q4.json
NCT04686305,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2020_Q4.json
NCT04685616,biologic,brentuximab vedotin,master_DB_2020_Q4.json
NCT04680442,monoclonal_antibody,trastuzumab emtansine,master_DB_2020_Q4.json
NCT04679012,monoclonal_antibody,polatuzumab vedotin,master_DB_2020_Q4.json
NCT04681131,small_molecule,antibody drug conjugate,master_DB_2020_Q4.json
NCT04676477,monoclonal_antibody,patritumab deruxtecan,master_DB_2020_Q4.json
NCT04675827,monoclonal_antibody,trastuzumab emtansine,master_DB_2020_Q4.json
NCT04662580,small_molecule,adc (weak),master_DB_2020_Q4.json
NCT04665765,monoclonal_antibody,polatuzumab vedotin,master_DB_2020_Q4.json
NCT04659044,monoclonal_antibody,polatuzumab vedotin,master_DB_2020_Q4.json
NCT04647916,small_molecule,sacituzumab govitecan,master_DB_2020_Q4.json
NCT04644237,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2020_Q4.json
NCT04639986,oligonucleotide,sacituzumab govitecan,master_DB_2020_Q4.json
NCT04639219,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2020_Q4.json
NCT04632992,monoclonal_antibody,trastuzumab emtansine,master_DB_2020_Q4.json
NCT04622774,monoclonal_antibody,antibody drug conjugate,master_DB_2020_Q4.json
NCT04622319,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2020_Q4.json
NCT04619004,monoclonal_antibody,patritumab deruxtecan,master_DB_2020_Q4.json
NCT04617314,small_molecule,antibody-drug conjugate,master_DB_2020_Q4.json
NCT04617522,monoclonal_antibody,sacituzumab govitecan,master_DB_2020_Q4.json
NCT04620187,small_molecule,ado-trastuzumab,master_DB_2020_Q4.json
NCT04616560,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2020_Q4.json
NCT04609566,monoclonal_antibody,brentuximab vedotin,master_DB_2020_Q4.json
NCT04610528,monoclonal_antibody,antibody-drug conjugate,master_DB_2020_Q4.json
NCT04606914,small_molecule,mirvetuximab soravtansine,master_DB_2020_Q4.json
NCT04607772,monoclonal_antibody,polatuzumab vedotin,master_DB_2020_Q4.json
NCT04602117,small_molecule,antibody-drug conjugate,master_DB_2020_Q4.json
NCT04595565,small_molecule,sacituzumab govitecan,master_DB_2020_Q4.json
NCT04594798,monoclonal_antibody,polatuzumab vedotin,master_DB_2020_Q4.json
NCT04589845,monoclonal_antibody,trastuzumab emtansine,master_DB_2020_Q4.json
NCT04591431,monoclonal_antibody,trastuzumab emtansine,master_DB_2020_Q4.json
NCT04587687,monoclonal_antibody,brentuximab vedotin,master_DB_2020_Q4.json
NCT04585958,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2020_Q4.json
NCT04569032,small_molecule,brentuximab vedotin,master_DB_2020_Q4.json
NCT04561206,monoclonal_antibody,brentuximab vedotin,master_DB_2020_Q4.json
NCT04559230,monoclonal_antibody,sacituzumab govitecan,master_DB_2020_Q4.json
NCT04556773,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2020_Q4.json
NCT04553770,small_molecule,trastuzumab deruxtecan,master_DB_2020_Q4.json
NCT04549363,monoclonal_antibody,immunoconjugate,master_DB_2020_Q4.json
NCT04539938,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2020_Q4.json
NCT04538742,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2020_Q4.json
NCT04535102,monoclonal_antibody,polatuzumab vedotin,master_DB_2020_Q4.json
NCT04527991,small_molecule,sacituzumab govitecan,master_DB_2020_Q4.json
NCT04509596,monoclonal_antibody,t-dm1,master_DB_2020_Q4.json
NCT04494425,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2020_Q4.json
NCT04491370,monoclonal_antibody,polatuzumab vedotin,master_DB_2020_Q4.json
NCT04487756,monoclonal_antibody,adc (weak),master_DB_2020_Q4.json
NCT04482309,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2020_Q4.json
NCT04479267,monoclonal_antibody,polatuzumab vedotin,master_DB_2020_Q4.json
NCT04469127,monoclonal_antibody,ado-trastuzumab,master_DB_2020_Q4.json
NCT04468061,monoclonal_antibody,sacituzumab govitecan,master_DB_2020_Q4.json
NCT04457596,monoclonal_antibody,t-dm1,master_DB_2020_Q4.json
NCT04454437,monoclonal_antibody,sacituzumab govitecan,master_DB_2020_Q4.json
NCT04450732,monoclonal_antibody,antibody-drug conjugate,master_DB_2020_Q4.json
NCT04448886,monoclonal_antibody,sacituzumab govitecan,master_DB_2020_Q4.json
NCT04441099,monoclonal_antibody,antibody drug conjugate,master_DB_2020_Q4.json
NCT04439110,monoclonal_antibody,ado-trastuzumab,master_DB_2020_Q4.json
NCT04419181,monoclonal_antibody,trastuzumab emtansine,master_DB_2020_Q4.json
NCT04420598,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2020_Q4.json
NCT04410224,small_molecule,antibody-drug conjugate,master_DB_2020_Q4.json
NCT04404283,monoclonal_antibody,brentuximab vedotin,master_DB_2020_Q4.json
NCT04398914,small_molecule,t-dm1,master_DB_2020_Q4.json
NCT04384484,monoclonal_antibody,loncastuximab tesirine,master_DB_2020_Q4.json
NCT04379596,monoclonal_antibody,trastuzumab deruxtecan,master_DB_2020_Q4.json
NCT04385290,oligonucleotide,ozogamicin,master_DB_2020_Q4.json
NCT04378647,monoclonal_antibody,brentuximab vedotin,master_DB_2020_Q4.json
NCT04351230,monoclonal_antibody,t-dm1,master_DB_2020_Q4.json
NCT04341181,monoclonal_antibody,trastuzumab emtansine,master_DB_2020_Q4.json
NCT04334174,monoclonal_antibody,brentuximab vedotin,master_DB_2020_Q4.json
NCT04332822,monoclonal_antibody,vedotin,master_DB_2020_Q4.json
NCT04329429,monoclonal_antibody,antibody-drug conjugate,master_DB_2020_Q4.json
NCT04326439,monoclonal_antibody,ozogamicin,master_DB_2020_Q4.json
NCT04319198,monoclonal_antibody,sacituzumab govitecan,master_DB_2020_Q4.json
NCT04316442,small_molecule,antibody drug conjugate,master_DB_2020_Q4.json
